,rain_mm
277080,4.0
277081,0.0
277082,0.0
277083,0.0
277084,0.0
277085,0.0
277086,0.0
277087,96.0
277088,0.0
277089,0.0
277090,232.0
277091,0.0
277092,0.0
277093,0.0
277094,18.0
277095,173.0
277096,0.0
277097,0.0
277098,0.0
277099,0.0
277100,0.0
277101,175.0
277102,0.0
277103,75.0
277104,0.0
277105,0.0
277106,0.0
277107,17.0
277108,0.0
277109,17.0
277110,0.0
277111,0.0
277112,0.0
277113,32.0
277114,0.0
277115,0.0
277116,0.0
277117,0.0
277118,0.0
277119,0.0
277120,0.0
277121,0.0
277122,27.0
277123,10.0
277124,0.0
277125,0.0
277126,0.0
277127,0.0
277128,19.0
277129,0.0
277130,0.0
277131,0.0
277132,0.0
277133,0.0
277134,0.0
277135,0.0
277136,0.0
277137,0.0
277138,0.0
277139,0.0
277140,0.0
277141,0.0
277142,0.0
277143,0.0
277144,238.0
277145,0.0
277146,8.0
277147,2.0
277148,0.0
277149,0.0
277150,0.0
277151,0.0
277152,0.0
277153,0.0
277154,0.0
277155,0.0
277156,105.0
277157,0.0
277158,0.0
277159,13.0
277160,0.0
277161,0.0
277162,0.0
277163,122.0
277164,0.0
277165,0.0
277166,90.0
277167,0.0
277168,0.0
277169,0.0
277170,90.0
277171,0.0
277172,0.0
277173,336.0
277174,0.0
277175,0.0
277176,0.0
277177,0.0
277178,280.0
277179,0.0
277180,0.0
277181,12.0
277182,0.0
277183,0.0
277184,0.0
277185,0.0
277186,0.0
277187,0.0
277188,46.0
277189,0.0
277190,0.0
277191,0.0
277192,0.0
277193,176.0
277194,0.0
277195,0.0
277196,35.0
277197,0.0
277198,0.0
277199,0.0
277200,45.0
277201,210.0
277202,0.0
277203,0.0
277204,0.0
277205,0.0
277206,49.0
277207,0.0
277208,0.0
277209,0.0
277210,150.0
277211,0.0
277212,40.0
277213,0.0
277214,0.0
277215,0.0
277216,0.0
277217,88.0
277218,0.0
277219,0.0
277220,0.0
277221,0.0
277222,0.0
277223,0.0
277224,22.0
277225,0.0
277226,0.0
277227,0.0
277228,0.0
277229,0.0
277230,0.0
277231,0.0
277232,0.0
277233,0.0
277234,0.0
277235,118.0
277236,0.0
277237,0.0
277238,0.0
277239,0.0
277240,0.0
277241,0.0
277242,0.0
277243,35.0
277244,5.0
277245,0.0
277246,0.0
277247,0.0
277248,0.0
277249,0.0
277250,148.0
277251,0.0
277252,0.0
277253,0.0
277254,0.0
277255,0.0
277256,0.0
277257,40.0
277258,0.0
277259,0.0
277260,140.0
277261,0.0
277262,0.0
277263,0.0
277264,0.0
277265,0.0
277266,0.0
277267,197.0
277268,0.0
277269,0.0
277270,0.0
277271,0.0
277272,0.0
277273,0.0
277274,14.0
277275,100.0
277276,0.0
277277,0.0
277278,50.0
277279,13.0
277280,0.0
277281,0.0
277282,70.0
277283,0.0
277284,0.0
277285,0.0
277286,0.0
277287,0.0
277288,210.0
277289,0.0
277290,0.0
277291,0.0
277292,0.0
277293,97.0
277294,0.0
277295,0.0
277296,0.0
277297,0.0
277298,0.0
277299,0.0
277300,0.0
277301,69.0
277302,0.0
277303,0.0
277304,0.0
277305,0.0
277306,0.0
277307,127.0
277308,0.0
277309,38.0
277310,0.0
277311,0.0
277312,3.0
277313,0.0
277314,7.0
277315,0.0
277316,0.0
277317,0.0
277318,75.0
277319,0.0
277320,0.0
277321,235.0
277322,0.0
277323,0.0
277324,0.0
277325,162.0
277326,0.0
277327,0.0
277328,28.0
277329,0.0
277330,0.0
277331,31.0
277332,0.0
277333,4.0
277334,0.0
277335,0.0
277336,0.0
277337,0.0
277338,0.0
277339,0.0
277340,0.0
277341,110.0
277342,0.0
277343,0.0
277344,0.0
277345,12.0
277346,0.0
277347,0.0
277348,0.0
277349,0.0
277350,43.0
277351,0.0
277352,0.0
277353,0.0
277354,26.0
277355,0.0
277356,0.0
277357,15.0
277358,0.0
277359,0.0
277360,0.0
277361,0.0
277362,0.0
277363,0.0
277364,0.0
277365,72.0
277366,0.0
277367,0.0
277368,0.0
277369,0.0
277370,0.0
277371,0.0
277372,65.0
277373,0.0
277374,25.0
277375,0.0
277376,5.0
277377,0.0
277378,0.0
277379,0.0
277380,18.0
277381,0.0
277382,0.0
277383,0.0
277384,14.0
277385,0.0
277386,0.0
277387,0.0
277388,0.0
277389,0.0
277390,0.0
277391,0.0
277392,18.0
277393,0.0
277394,0.0
277395,0.0
277396,6.0
277397,0.0
277398,0.0
277399,0.0
277400,0.0
277401,49.0
277402,0.0
277403,0.0
277404,0.0
277405,0.0
277406,0.0
277407,0.0
277408,0.0
277409,0.0
277410,10.0
277411,0.0
277412,0.0
277413,64.0
277414,10.0
277415,0.0
277416,0.0
277417,0.0
277418,0.0
277419,96.0
277420,0.0
277421,0.0
277422,0.0
277423,172.0
277424,0.0
277425,0.0
277426,0.0
277427,0.0
277428,0.0
277429,4.0
277430,0.0
277431,3.0
277432,0.0
277433,174.0
277434,5.0
277435,0.0
277436,0.0
277437,0.0
277438,0.0
277439,0.0
277440,110.0
277441,0.0
277442,0.0
277443,0.0
277444,0.0
277445,0.0
277446,9.0
277447,0.0
277448,0.0
277449,0.0
277450,129.0
277451,6.0
277452,0.0
277453,0.0
277454,4.0
277455,0.0
277456,0.0
277457,0.0
277458,0.0
277459,0.0
277460,0.0
277461,0.0
277462,0.0
277463,0.0
277464,0.0
277465,0.0
277466,145.0
277467,0.0
277468,0.0
277469,0.0
277470,0.0
277471,0.0
277472,0.0
277473,0.0
277474,0.0
277475,0.0
277476,0.0
277477,0.0
277478,0.0
277479,0.0
277480,34.0
277481,0.0
277482,0.0
277483,0.0
277484,0.0
277485,0.0
277486,0.0
277487,0.0
277488,24.0
277489,0.0
277490,54.0
277491,0.0
277492,0.0
277493,0.0
277494,17.0
277495,0.0
277496,0.0
277497,0.0
277498,97.0
277499,2.0
277500,0.0
277501,0.0
277502,0.0
277503,0.0
277504,0.0
277505,0.0
277506,441.0
277507,42.0
277508,0.0
277509,0.0
277510,0.0
277511,0.0
277512,33.0
277513,0.0
277514,0.0
277515,195.0
277516,0.0
277517,0.0
277518,0.0
277519,0.0
277520,0.0
277521,0.0
277522,120.0
277523,0.0
277524,0.0
277525,40.0
277526,0.0
277527,0.0
277528,0.0
277529,0.0
277530,0.0
277531,0.0
277532,0.0
277533,0.0
277534,42.0
277535,0.0
277536,4.0
277537,0.0
277538,0.0
277539,8.0
277540,0.0
277541,0.0
277542,0.0
277543,0.0
277544,0.0
277545,15.0
277546,0.0
277547,121.0
277548,46.0
277549,0.0
277550,0.0
277551,68.0
277552,0.0
277553,0.0
277554,0.0
277555,0.0
277556,0.0
277557,0.0
277558,0.0
277559,40.0
277560,0.0
277561,0.0
277562,8.0
277563,0.0
277564,0.0
277565,0.0
277566,4.0
277567,0.0
277568,0.0
277569,0.0
277570,0.0
277571,0.0
277572,0.0
277573,0.0
277574,0.0
277575,0.0
277576,0.0
277577,0.0
277578,0.0
277579,0.0
277580,0.0
277581,0.0
277582,0.0
277583,0.0
277584,0.0
277585,0.0
277586,0.0
277587,0.0
277588,0.0
277589,18.0
277590,0.0
277591,0.0
277592,52.0
277593,0.0
277594,0.0
277595,0.0
277596,48.0
277597,0.0
277598,0.0
277599,0.0
277600,0.0
277601,29.0
277602,0.0
277603,0.0
277604,0.0
277605,0.0
277606,0.0
277607,0.0
277608,0.0
277609,45.0
277610,0.0
277611,0.0
277612,0.0
277613,0.0
277614,0.0
277615,0.0
277616,10.0
277617,0.0
277618,5.0
277619,0.0
277620,184.0
277621,0.0
277622,0.0
277623,16.0
277624,9.0
277625,0.0
277626,0.0
277627,0.0
277628,0.0
277629,73.0
277630,0.0
277631,0.0
277632,0.0
277633,0.0
277634,65.0
277635,0.0
277636,0.0
277637,110.0
277638,0.0
277639,4.0
277640,0.0
277641,0.0
277642,0.0
277643,0.0
277644,115.0
277645,0.0
277646,0.0
277647,0.0
277648,83.0
277649,0.0
277650,0.0
277651,0.0
277652,166.0
277653,0.0
277654,0.0
277655,0.0
277656,0.0
277657,60.0
277658,0.0
277659,0.0
277660,0.0
277661,230.0
277662,0.0
277663,0.0
277664,102.0
277665,0.0
277666,0.0
277667,0.0
277668,162.0
277669,0.0
277670,0.0
277671,0.0
277672,5.0
277673,48.0
277674,0.0
277675,0.0
277676,0.0
277677,0.0
277678,0.0
277679,0.0
277680,0.0
277681,0.0
277682,0.0
277683,195.0
277684,0.0
277685,0.0
277686,0.0
277687,100.0
277688,0.0
277689,0.0
277690,0.0
277691,0.0
277692,0.0
277693,0.0
277694,15.0
277695,0.0
277696,0.0
277697,0.0
277698,17.0
277699,0.0
277700,0.0
277701,50.0
277702,0.0
277703,0.0
277704,0.0
277705,0.0
277706,0.0
277707,0.0
277708,0.0
277709,0.0
277710,0.0
277711,57.0
277712,0.0
277713,0.0
277714,0.0
277715,0.0
277716,0.0
277717,55.0
277718,0.0
277719,0.0
277720,0.0
277721,0.0
277722,54.0
277723,0.0
277724,0.0
277725,0.0
277726,0.0
277727,0.0
277728,0.0
277729,0.0
277730,0.0
277731,315.0
277732,18.0
277733,0.0
277734,20.0
277735,0.0
277736,0.0
277737,59.0
277738,0.0
277739,0.0
277740,0.0
277741,0.0
277742,0.0
277743,32.0
277744,0.0
277745,0.0
277746,0.0
277747,0.0
277748,214.0
277749,29.0
277750,0.0
277751,0.0
277752,0.0
277753,0.0
277754,0.0
277755,0.0
277756,0.0
277757,0.0
277758,0.0
277759,0.0
277760,0.0
277761,0.0
277762,0.0
277763,83.0
277764,0.0
277765,0.0
277766,0.0
277767,0.0
277768,55.0
277769,0.0
277770,0.0
277771,0.0
277772,0.0
277773,13.0
277774,0.0
277775,0.0
277776,0.0
277777,0.0
277778,0.0
277779,0.0
277780,0.0
277781,0.0
277782,33.0
277783,0.0
277784,0.0
277785,0.0
277786,4.0
277787,79.0
277788,0.0
277789,0.0
277790,0.0
277791,0.0
277792,4.0
277793,0.0
277794,0.0
277795,0.0
277796,8.0
277797,0.0
277798,0.0
277799,0.0
277800,0.0
277801,53.0
277802,0.0
277803,0.0
277804,0.0
277805,0.0
277806,0.0
277807,0.0
277808,0.0
277809,0.0
277810,0.0
277811,0.0
277812,0.0
277813,22.0
277814,20.0
277815,199.0
277816,0.0
277817,0.0
277818,0.0
277819,0.0
277820,0.0
277821,0.0
277822,0.0
277823,0.0
277824,0.0
277825,0.0
277826,0.0
277827,0.0
277828,54.0
277829,0.0
277830,0.0
277831,0.0
277832,0.0
277833,0.0
277834,28.0
277835,20.0
277836,7.0
277837,55.0
277838,0.0
277839,26.0
277840,0.0
277841,0.0
277842,41.0
277843,0.0
277844,12.0
277845,0.0
277846,0.0
277847,0.0
277848,0.0
277849,0.0
277850,0.0
277851,0.0
277852,0.0
277853,0.0
277854,0.0
277855,0.0
277856,0.0
277857,8.0
277858,0.0
277859,0.0
277860,0.0
277861,0.0
277862,0.0
277863,0.0
277864,0.0
277865,0.0
277866,0.0
277867,263.0
277868,0.0
277869,172.0
277870,0.0
277871,0.0
277872,0.0
277873,5.0
277874,0.0
277875,0.0
277876,0.0
277877,0.0
277878,0.0
277879,0.0
277880,0.0
277881,60.0
277882,0.0
277883,0.0
277884,0.0
277885,0.0
277886,0.0
277887,0.0
277888,0.0
277889,0.0
277890,0.0
277891,0.0
277892,135.0
277893,0.0
277894,0.0
277895,80.0
277896,0.0
277897,9.0
277898,0.0
277899,0.0
277900,0.0
277901,0.0
277902,0.0
277903,0.0
277904,0.0
277905,18.0
277906,0.0
277907,0.0
277908,0.0
277909,155.0
277910,0.0
277911,0.0
277912,0.0
277913,0.0
277914,13.0
277915,0.0
277916,4.0
277917,0.0
277918,0.0
277919,0.0
277920,0.0
277921,61.0
277922,0.0
277923,0.0
277924,0.0
277925,0.0
277926,0.0
277927,9.0
277928,0.0
277929,0.0
277930,5.0
277931,0.0
277932,0.0
277933,44.0
277934,0.0
277935,0.0
277936,0.0
277937,119.0
277938,165.0
277939,15.0
277940,0.0
277941,0.0
277942,56.0
277943,0.0
277944,0.0
277945,0.0
277946,190.0
277947,0.0
277948,0.0
277949,0.0
277950,0.0
277951,0.0
277952,0.0
277953,3.0
277954,0.0
277955,0.0
277956,0.0
277957,0.0
277958,0.0
277959,0.0
277960,0.0
277961,0.0
277962,0.0
277963,0.0
277964,0.0
277965,0.0
277966,42.0
277967,0.0
277968,0.0
277969,0.0
277970,13.0
277971,0.0
277972,0.0
277973,43.0
277974,0.0
277975,0.0
277976,0.0
277977,0.0
277978,0.0
277979,0.0
277980,0.0
277981,8.0
277982,0.0
277983,0.0
277984,182.0
277985,0.0
277986,0.0
277987,6.0
277988,0.0
277989,0.0
277990,34.0
277991,0.0
277992,0.0
277993,3.0
277994,0.0
277995,0.0
277996,26.0
277997,0.0
277998,0.0
277999,0.0
278000,0.0
278001,0.0
278002,0.0
278003,25.0
278005,0.0
278006,0.0
278007,0.0
278008,0.0
278009,86.0
278010,0.0
278011,0.0
278012,0.0
278013,0.0
278014,0.0
278015,0.0
278016,0.0
278017,0.0
278018,0.0
278019,0.0
278020,0.0
278021,0.0
278022,0.0
278023,0.0
278024,0.0
278025,0.0
278026,0.0
278027,0.0
278028,30.0
278029,0.0
278030,0.0
278031,0.0
278032,0.0
278033,0.0
278034,8.0
278035,0.0
278036,45.0
278037,28.0
278038,0.0
278039,0.0
278040,0.0
278041,43.0
278042,0.0
278043,275.0
278044,0.0
278045,0.0
278046,0.0
278047,0.0
278048,16.0
278049,0.0
278050,0.0
278051,0.0
278052,0.0
278053,138.0
278054,0.0
278055,0.0
278056,0.0
278057,46.0
278058,0.0
278059,293.0
278060,0.0
278061,0.0
278062,0.0
278063,0.0
278064,0.0
278065,165.0
278066,11.0
278067,4.0
278068,207.0
278069,7.0
278070,19.0
278071,6.0
278078,130.0
278079,0.0
278081,10.0
278094,11.0
278095,0.0
278096,67.0
278097,0.0
278098,0.0
278099,0.0
278100,0.0
278101,0.0
278102,0.0
278103,0.0
278104,140.0
278105,0.0
278106,30.0
278107,0.0
278108,0.0
278109,0.0
278110,0.0
278111,0.0
278112,0.0
278113,237.0
278114,0.0
278115,0.0
278116,19.0
278117,0.0
278118,58.0
278119,0.0
278120,0.0
278121,208.0
278122,0.0
278123,0.0
278124,0.0
278125,0.0
278126,6.0
278127,0.0
278128,0.0
278129,0.0
278130,0.0
278131,0.0
278132,126.0
278133,0.0
278134,0.0
278135,0.0
278136,0.0
278137,0.0
278138,0.0
278139,0.0
278140,0.0
278141,0.0
278142,0.0
278143,0.0
278144,0.0
278145,0.0
278146,26.0
278147,55.0
278148,14.0
278149,0.0
278150,0.0
278151,0.0
278152,0.0
278153,0.0
278154,0.0
278155,0.0
278156,5.0
278157,0.0
278158,0.0
278159,11.0
278160,19.0
278161,0.0
278162,0.0
278163,8.0
278164,0.0
278165,0.0
278166,116.0
278167,0.0
278168,0.0
278169,0.0
278170,0.0
278171,103.0
278172,17.0
278173,29.0
278174,0.0
278175,0.0
278176,11.0
278177,0.0
278178,0.0
278179,57.0
278180,5.0
278181,0.0
278182,0.0
278183,0.0
278184,10.0
278185,3.0
278186,0.0
278187,0.0
278188,8.0
278189,16.0
278190,0.0
278191,0.0
278192,41.0
278193,0.0
278194,0.0
278195,0.0
278196,0.0
278197,0.0
278198,0.0
278199,0.0
278200,0.0
278201,0.0
278202,0.0
278203,138.0
278204,0.0
278205,0.0
278206,0.0
278207,0.0
278208,0.0
278209,0.0
278210,137.0
278211,0.0
278212,0.0
278213,0.0
278214,0.0
278215,0.0
278216,0.0
278217,9.0
278218,0.0
278223,6.0
278224,6.0
278228,6.0
278247,0.0
278248,0.0
278249,22.0
278250,0.0
278251,0.0
278252,5.0
278253,0.0
278254,0.0
278255,0.0
278256,0.0
278257,0.0
278258,0.0
278259,0.0
278260,235.0
278261,0.0
278262,0.0
278263,2.0
278264,0.0
278265,0.0
278266,0.0
278267,0.0
278268,0.0
278269,0.0
278270,0.0
278271,0.0
278272,0.0
278273,0.0
278274,0.0
278275,0.0
278276,0.0
278277,0.0
278278,0.0
278282,6.0
278285,6.0
278288,7.0
278291,4.0
278292,7.0
278312,97.0
278344,42.0
278349,90.0
278353,3.0
278371,6.0
278374,6.0
278376,4.0
278398,31.0
278400,128.0
278404,9.0
278407,6.0
278412,157.0
278413,3.0
278429,0.0
278430,0.0
278431,0.0
278432,0.0
278433,0.0
278434,0.0
278435,0.0
278436,0.0
278437,0.0
278438,0.0
278439,0.0
278440,159.0
278441,0.0
278442,0.0
278443,0.0
278444,0.0
278445,0.0
278446,0.0
278447,0.0
278448,0.0
278449,0.0
278450,0.0
278451,0.0
278452,0.0
278453,0.0
278454,22.0
278455,0.0
278456,0.0
278457,0.0
278458,171.0
278459,36.0
278460,0.0
278461,15.0
278462,0.0
278463,9.0
278464,0.0
278465,6.0
278466,0.0
278467,0.0
278468,0.0
278469,0.0
278470,0.0
278471,0.0
278472,0.0
278473,0.0
278474,0.0
278475,0.0
278476,0.0
278477,26.0
278478,0.0
278479,0.0
278480,0.0
278481,0.0
278482,0.0
278483,5.0
278484,0.0
278485,40.0
278486,2.0
278487,0.0
278488,2.0
278489,0.0
278493,6.0
278495,6.0
278501,127.0
278503,68.0
278520,5.0
278521,0.0
278522,28.0
278523,0.0
278524,0.0
278525,3.0
278526,0.0
278527,10.0
278528,0.0
278529,21.0
278530,0.0
278531,0.0
278532,0.0
278533,0.0
278534,24.0
278535,0.0
278536,0.0
278537,0.0
278538,0.0
278539,0.0
278540,76.0
278541,104.0
278542,0.0
278543,0.0
278544,0.0
278545,0.0
278546,0.0
278547,0.0
278548,15.0
278549,0.0
278550,0.0
278551,0.0
278554,5.0
278555,176.0
278582,0.0
278583,0.0
278584,0.0
278585,232.0
278586,0.0
278587,0.0
278588,8.0
278589,0.0
278590,0.0
278591,107.0
278592,0.0
278593,0.0
278594,0.0
278595,47.0
278596,0.0
278597,0.0
278598,0.0
278599,0.0
278600,8.0
278601,0.0
278602,0.0
278603,0.0
278604,0.0
278605,0.0
278606,0.0
278607,0.0
278608,38.0
278609,0.0
278610,77.0
278611,0.0
278612,30.0
278613,0.0
278614,0.0
278615,0.0
278616,0.0
278617,113.0
278618,0.0
278619,0.0
278620,0.0
278621,0.0
278622,0.0
278623,70.0
278624,0.0
278625,5.0
278626,0.0
278627,0.0
278628,0.0
278629,0.0
278630,0.0
278631,0.0
278632,0.0
278633,0.0
278634,6.0
278635,0.0
278636,0.0
278637,0.0
278638,0.0
278639,144.0
278640,0.0
278641,0.0
278642,0.0
278643,0.0
278644,0.0
278645,0.0
278646,0.0
278647,0.0
278648,0.0
278649,4.0
278650,0.0
278651,0.0
278652,0.0
278653,0.0
278654,4.0
278655,0.0
278656,0.0
278657,0.0
278658,0.0
278659,0.0
278660,0.0
278661,0.0
278662,0.0
278663,0.0
278664,29.0
278665,0.0
278666,13.0
278667,0.0
278668,0.0
278669,90.0
278670,0.0
278671,0.0
278672,36.0
278673,0.0
278674,0.0
278675,41.0
278676,0.0
278677,62.0
278678,0.0
278679,25.0
278680,0.0
278681,0.0
278682,0.0
278683,0.0
278684,20.0
278685,0.0
278686,70.0
278687,116.0
278688,0.0
278689,0.0
278690,0.0
278691,0.0
278692,0.0
278693,139.0
278694,0.0
278695,0.0
278696,65.0
278697,7.0
278699,6.0
278700,6.0
278704,0.0
278705,0.0
278706,77.0
278707,0.0
278708,0.0
278709,49.0
278710,9.0
278711,0.0
278712,0.0
278713,0.0
278714,80.0
278715,0.0
278716,0.0
278717,0.0
278718,0.0
278719,0.0
278720,0.0
278721,0.0
278722,0.0
278723,0.0
278724,142.0
278725,0.0
278726,0.0
278727,0.0
278728,0.0
278729,15.0
278730,0.0
278731,345.0
278732,0.0
278733,42.0
278734,0.0
278735,0.0
278736,28.0
278737,0.0
278738,79.0
278739,0.0
278740,0.0
278741,0.0
278742,43.0
278743,0.0
278744,0.0
278745,0.0
278746,100.0
278747,0.0
278748,0.0
278749,0.0
278750,187.0
278751,0.0
278752,0.0
278753,0.0
278754,0.0
278755,0.0
278756,0.0
278757,0.0
278758,0.0
278759,0.0
278760,0.0
278761,232.0
278770,0.0
278776,5.0
278778,6.0
278795,6.0
278796,6.0
278798,287.0
278799,10.0
278806,0.0
278824,0.0
278825,0.0
278826,0.0
278827,13.0
278828,0.0
278829,6.0
278830,0.0
278831,0.0
278832,0.0
278833,0.0
278834,0.0
278835,0.0
278836,0.0
278837,0.0
278838,0.0
278839,0.0
278840,0.0
278841,0.0
278842,0.0
278843,3.0
278844,0.0
278845,0.0
278846,0.0
278847,0.0
278848,0.0
278849,0.0
278850,0.0
278851,0.0
278852,0.0
278853,13.0
278854,0.0
278862,40.0
278863,0.0
278864,0.0
278866,76.0
278867,74.0
278869,37.0
278870,0.0
278885,0.0
278886,0.0
278887,0.0
278888,0.0
278889,0.0
278890,44.0
278891,0.0
278892,0.0
278893,0.0
278894,0.0
278895,0.0
278896,0.0
278897,0.0
278898,40.0
278899,39.0
278900,0.0
278901,0.0
278902,0.0
278903,45.0
278904,0.0
278905,200.0
278906,9.0
278907,4.0
278908,0.0
278909,0.0
278910,4.0
278911,0.0
278912,0.0
278913,0.0
278914,4.0
278915,0.0
278916,0.0
278917,0.0
278918,0.0
278919,0.0
278920,0.0
278921,207.0
278922,36.0
278923,0.0
278924,11.0
278925,0.0
278926,0.0
278927,0.0
278928,0.0
278929,0.0
278930,0.0
278931,51.0
278932,0.0
278933,0.0
278934,0.0
278935,23.0
278936,0.0
278937,0.0
278938,0.0
278939,0.0
278940,25.0
278941,0.0
278942,0.0
278943,0.0
278944,0.0
278945,0.0
278946,52.0
278947,0.0
278948,0.0
278949,0.0
278950,0.0
278951,25.0
278952,0.0
278953,0.0
278954,0.0
278955,0.0
278956,0.0
278957,0.0
278958,0.0
278959,0.0
278960,0.0
278961,0.0
278962,0.0
278963,17.0
278964,0.0
278965,0.0
278966,0.0
278967,0.0
278968,0.0
278969,0.0
278970,0.0
278971,0.0
278972,0.0
278973,0.0
278974,30.0
278975,0.0
278976,0.0
278977,0.0
278978,11.0
278979,0.0
278980,0.0
278981,11.0
278982,0.0
278983,0.0
278984,20.0
278985,0.0
278986,0.0
278987,0.0
278988,0.0
278989,220.0
278990,0.0
278991,0.0
278992,0.0
278993,0.0
278994,124.0
278995,0.0
278996,0.0
278997,0.0
278998,0.0
278999,11.0
279000,0.0
279001,0.0
279002,0.0
279003,0.0
279004,0.0
279005,0.0
279006,0.0
279007,0.0
279008,0.0
279009,0.0
279010,0.0
279011,0.0
279012,28.0
279013,0.0
279014,25.0
279015,0.0
279016,0.0
279017,0.0
279018,0.0
279019,4.0
279020,0.0
279021,0.0
279022,0.0
279023,0.0
279024,0.0
279025,94.0
279026,0.0
279027,0.0
279028,0.0
279029,0.0
279030,11.0
279031,0.0
279032,0.0
279033,0.0
279034,0.0
279035,0.0
279036,0.0
279037,6.0
279038,0.0
279039,0.0
279040,0.0
279041,16.0
279042,0.0
279043,0.0
279044,0.0
279045,0.0
279046,0.0
279047,107.0
279048,0.0
279049,0.0
279050,61.0
279051,0.0
279052,0.0
279053,0.0
279054,0.0
279055,0.0
279056,0.0
279057,129.0
279058,0.0
279059,0.0
279060,0.0
279061,0.0
279062,3.0
279063,20.0
279064,2.0
279065,0.0
279066,32.0
279067,0.0
279068,0.0
279069,0.0
279070,100.0
279071,0.0
279072,0.0
279073,0.0
279074,0.0
279075,0.0
279076,50.0
279077,0.0
279078,0.0
279079,0.0
279080,74.0
279081,0.0
279082,0.0
279083,10.0
279084,0.0
279085,0.0
279086,0.0
279087,0.0
279088,0.0
279089,0.0
279090,97.0
279091,0.0
279092,0.0
279093,65.0
279094,0.0
279095,0.0
279096,40.0
279097,13.0
279100,0.0
279101,0.0
279102,0.0
279103,0.0
279104,0.0
279105,32.0
279106,0.0
279107,0.0
279108,0.0
279109,0.0
279110,0.0
279111,0.0
279112,0.0
279113,0.0
279114,0.0
279115,0.0
279116,0.0
279117,33.0
279118,0.0
279119,0.0
279120,148.0
279121,0.0
279122,42.0
279123,0.0
279124,0.0
279125,0.0
279126,10.0
279127,0.0
279128,56.0
279129,0.0
279130,26.0
279131,0.0
279132,0.0
279133,0.0
279134,0.0
279135,81.0
279136,0.0
279137,0.0
279138,0.0
279139,0.0
279140,0.0
279141,0.0
279142,22.0
279143,0.0
279144,0.0
279145,30.0
279146,4.0
279147,0.0
279148,0.0
279149,0.0
279150,11.0
279151,0.0
279152,0.0
279153,0.0
279154,0.0
279155,0.0
279156,0.0
279157,0.0
279158,17.0
279159,133.0
279160,0.0
279161,0.0
279162,0.0
279163,0.0
279164,0.0
279165,6.0
279166,0.0
279167,0.0
279168,171.0
279169,3.0
279170,47.0
279171,0.0
279172,0.0
279173,0.0
279174,44.0
279175,0.0
279176,0.0
279177,15.0
279178,0.0
279179,0.0
279180,0.0
279181,0.0
279182,0.0
279183,0.0
279184,0.0
279185,0.0
279186,353.0
279187,0.0
279188,82.0
279189,0.0
279190,0.0
279191,0.0
279192,0.0
279193,0.0
279194,0.0
279195,0.0
279196,0.0
279197,112.0
279198,0.0
279199,20.0
279200,0.0
279201,0.0
279202,0.0
279203,0.0
279204,4.0
279205,0.0
279206,0.0
279207,44.0
279208,14.0
279209,0.0
279210,0.0
279211,0.0
279212,0.0
279213,0.0
279214,3.0
279215,29.0
279216,0.0
279217,0.0
279218,24.0
279219,0.0
279220,0.0
279221,0.0
279222,38.0
279223,0.0
279224,6.0
279225,0.0
279226,0.0
279227,0.0
279228,108.0
279229,0.0
279230,0.0
279231,0.0
279232,0.0
279233,0.0
279234,0.0
279235,3.0
279236,0.0
279237,0.0
279238,0.0
279239,0.0
279240,13.0
279241,2.0
279242,0.0
279243,0.0
279244,21.0
279245,2.0
279246,0.0
279247,0.0
279248,131.0
279249,13.0
279250,75.0
279251,0.0
279252,0.0
279253,0.0
279254,0.0
279255,65.0
279256,0.0
279257,0.0
279258,0.0
279259,0.0
279260,0.0
279261,0.0
279262,2.0
279263,0.0
279264,0.0
279265,0.0
279266,0.0
279267,0.0
279268,0.0
279269,0.0
279270,0.0
279271,0.0
279272,0.0
279273,0.0
279274,94.0
279275,0.0
279276,7.0
279277,0.0
279278,2.0
279279,0.0
279280,0.0
279281,0.0
279282,28.0
279283,0.0
279284,0.0
279285,0.0
279286,173.0
279287,0.0
279288,8.0
279289,0.0
279290,0.0
279291,103.0
279292,0.0
279293,0.0
279294,0.0
279295,0.0
279296,14.0
279297,0.0
279298,0.0
279299,0.0
279300,169.0
279301,0.0
279302,0.0
279303,0.0
279304,0.0
279305,0.0
279306,0.0
279307,0.0
279308,0.0
279309,0.0
279310,0.0
279311,0.0
279312,0.0
279313,0.0
279314,0.0
279315,0.0
279316,0.0
279317,0.0
279318,0.0
279319,0.0
279320,74.0
279321,0.0
279322,0.0
279323,35.0
279324,0.0
279325,0.0
279326,175.0
279327,0.0
279328,0.0
279329,0.0
279330,0.0
279331,3.0
279332,0.0
279333,0.0
279334,0.0
279335,0.0
279336,10.0
279337,0.0
279338,0.0
279339,0.0
279340,48.0
279341,0.0
279342,0.0
279343,0.0
279344,0.0
279345,0.0
279346,0.0
279347,13.0
279348,0.0
279349,0.0
279350,0.0
279351,0.0
279352,10.0
279353,0.0
279354,67.0
279355,0.0
279356,0.0
279357,0.0
279358,0.0
279359,0.0
279360,0.0
279361,0.0
279362,63.0
279363,0.0
279364,0.0
279365,0.0
279366,0.0
279367,19.0
279368,0.0
279369,0.0
279370,0.0
279371,0.0
279372,0.0
279373,0.0
279374,0.0
279375,0.0
279376,0.0
279377,0.0
279378,0.0
279379,0.0
279380,0.0
279381,12.0
279382,0.0
279383,0.0
279384,0.0
279385,0.0
279386,158.0
279387,0.0
279388,0.0
279389,0.0
279390,0.0
279391,0.0
279392,0.0
